factory_name,product_type,nike_inc_brands,events,address,city,state,postal_code,country,operating_region,total_workers,line_workers,percent_female_workers,percent_migrant_workers,contact_name,contact_phone,contact_fax,contact_email,subcons,serialid
"QINGDAO CHANGSHIN SHOES CO., LTD.",FOOTWEAR,NIKE,,NO.6 QUANZHOU ROAD,QINGDAO,SHANDONG,266300,CHINA,Greater China,5248,4474,90,0.8,,,,,"ChangShin Inc., Qingdao Changshin Jimo Factory",450
QINGDAO CHERRY LEATHER GARMENTS CO,APPAREL,"NIKE, CONVERSE",,NO.11 HUANGHE ZHONG ROAD XINJIEKOU,QINGDAO,SHANDONG,266510,CHINA,Greater China,235,198,60,0,,,,,,451
"QINGDAO DC LEATHER PRODUCTS CO., LTD",EQUIPMENT,CONVERSE,,"NO.1 TIANSHAN 2ND ROAD, TONGJI, JIMO",QINGDAO,SHANDONG,266228,CHINA,Greater China,575,520,90,0.2,,,,,,452
"QINGDAO FANTOM GOLF CO., LTD",EQUIPMENT,NIKE,College,"HONGBU-CUN, LIUTING-ZHEN",QINGDAO,SHANDONG,266108,CHINA,Greater China,198,163,41,0,KI JUNG KIM,86-532-8490-0356,86-532-8490-0360,kjkim@creas.co.kr," Golf Sales West, Inc.",453
"QINGDAO GIO CO., LTD.",EQUIPMENT,NIKE,,"SOUTWESTTUAN IND, QIANWANGTUAN",CHENGYANG,SHANDONG,266109,CHINA,Greater China,133,116,58,0,,,,,,454
"QINGDAO TAEHWA SHOES CO., LTD",FOOTWEAR,NIKE,,SHUIYUAN ROAD,LAIXI CITY,SHANDONG,250011,CHINA,Greater China,1082,1008,85,0,,,,,,455
"QINGDAO TAEJIN SHOES CO., LTD",FOOTWEAR,NIKE,,LANCUN TOWN,JIMO CITY,SHANDONG,250011,CHINA,Greater China,844,782,97,0,,,,,,456
"QINGDAO TAEKWANG SHOES CO., LTD",FOOTWEAR,NIKE,,"LIQUANGZHUANG TOWN INDUSTRIAL ZONE, LAIXI CITY",QINGDAO,SHANDONG,266604,CHINA,Greater China,6133,5576,80,0,,,,,,457
"QINGDAO TENGHUA APPAREL  CO., LTD.",APPAREL,NIKE,,219 NORTH OF CHONG QING ROAD,QINGDAO,SHANDONG,266108,CHINA,Greater China,403,196,93,0,,,,,,458
"QINGDAO YANTAI NE APPAREL CO.,LTD",APPAREL,NIKE,,NO. 26 HAIYANG YANTAI ECONOMIC DEVELOPMENT ZONE.,YANTAI,SHANDONG,265100,CHINA,Greater China,940,803,85,0,,,,,,459
"QINGDAO YOUNGONE SPORTSWEAR CO.,LD",APPAREL,"NIKE, CONVERSE",,"#97, LAOSHAN 1 ROAD, JIMO ECONOMIC DEVELOPMENT ZONE",QINGDAO,SHANDONG,266200,CHINA,Greater China,1052,682,90,0,,,,,,460
QUANG VIET (TIEN GIANG) CO LTD,APPAREL,NIKE,,"KI-1, TAN HUONG INDUSTRIAL ZONE, TAN HUONG COMMUNE",TIEN GIANG,TIEN GIANG,0,VIETNAM,Emerging Markets,4175,3450,86,0,,,,,Spring Printing Co Ltd,461
"QUANG VIET ENTERPRISE CO., LTD",APPAREL,"NIKE, HURLEY",,"UNIT 2 , CU CHI TOWN",HO CHI MINH,HO CHI MINH,70000,VIETNAM,Emerging Markets,6415,6051,95,0,,,,,Spring Printing Co Ltd,462
QUANZHOU  FENGZE YISHENG LEATHER CO,EQUIPMENT,CONVERSE,,"BUILDING 3, SOUTH, XUNMEI INDUSTRY DISTRICT.",QUANZHOU,FUJIAN,,CHINA,Greater China,83,61,43,0,,,,,,463
QUANZHOU UNISON LIGHT INDUSTRIAL MANUFACTURING,EQUIPMENT,CONVERSE,,"LINJIANG INDUSTRIAL PARK, NANHUAN ROAD, QUANZHOU,",QUANZHOU,FUJIAN,362000,CHINA,Greater China,48,35,55,0,,,,,Hapco Screen Printing,464
R&A INDUMENTARIA SRL,APPAREL,NIKE,,"CALLE ROSALES 3867, VILLA LYNCH",BUENOS AIRES,BUENOS AIRES,1672,ARGENTINA,Emerging Markets,67,62,42,71,,,,,,465
R. A. INTERTRADING S. A.,APPAREL,NIKE,,JOSE IGNACIO RUCCI 3951,CAPITAL FEDERAL,BUENOS AIRES,C1439FVQ,ARGENTINA,Emerging Markets,463,336,45,62.2,,,,,R. A. INTERTRADING S. A.,466
R. A. INTERTRADING S. A.,APPAREL,NIKE,,POLA 2345,CAPITAL FEDERAL,BUENOS AIRES,C1440FVQ,ARGENTINA,Emerging Markets,73,66,45,69.7,,,,,,467
R.J. LIEBE ATHLETIC LETTERING COMPANY,APPAREL,NIKE,College,582 GODDARD AVE.,CHESTERFIELD,MISSOURI,63005,USA,North America,69,51,43,0,Tim Liebe,636-530-3751,,tim@liebe.com,RJ Liebe Athletic Lettering,468
"RAJ MANUFACTURING, LLC",APPAREL,HURLEY,,2692 DOW AVENUE,TUSTIN,CA,92780,USA,North America,281,177,79,0,,,,,,469
"RAJA UCHINO CO.,LTD.",EQUIPMENT,NIKE,,"630 MOO 11, SUKHAPHIBAL 8 ROAD, NONGKHAM",SRIRACHA,CHONBURI,20230,THAILAND,Emerging Markets,395,280,65,35.4,,,,,,470
RAMATEX APPAREL (SUZHOU) LTD.,APPAREL,NIKE,,"115 TING NAN LU, WEI TING TOWN, SUZHOU INDUSTRIAL PARK, P.R.CHINA",SUZHOU,JIANGSU,215121,CHINA,Greater China,702,652,92,74.2,,,,,RAMATEX INDUSTRIAL (SUZHOU( LTD,471
RAMATEX INDUSTRIAL (SUZHOU( LTD,APPAREL,NIKE,,"88 SU HONG XI LU, SUZHOU INDUSTRIAL PARK",SUZHOU,JIANGSU,215021,CHINA,Greater China,485,377,93,91.5,,,,,,472
RANEE INDUSTRIA E COMERCIO LTDA.,APPAREL,NIKE,,AV. SANTA CATARINA 766,SAO CARLOS,SANTA CATARINA,89825-000,BRAZIL,Emerging Markets,142,140,92,0,,,,,,473
"RARAYA CO., LTD",EQUIPMENT,NIKE,,3/22/01,KAWAGUCHI-SHI,SAITAMA PREFECTURE,334-0013,JAPAN,Japan,39,19,54,0,,,,,,474
"RENFRO CAMPECHE, S.A. DE C.V.",EQUIPMENT,NIKE,,"CALLE KIKAB # 2, SOLIDARIDAD URBANA",CAMPECHE,CAMPECHE,24060,MEXICO,Emerging Markets,1492,1434,60,0,,,,,,475
RENFRO CHARLESTON LLC (FORMERLY CHARLESTON HOSIERY INC. (MICHIGAN AVE.),EQUIPMENT,NIKE,,4405 MICHIGAN AVENUE,CLEVELAND,TENNESSEE,37323,USA,North America,385,193,61,0,,,,,,476
RENFRO FORT PAYNE PLANT,EQUIPMENT,NIKE,,3398 WINN AVE NE,FORT PAYNE,ALABAMA,35967,USA,North America,503,485,60,0,,,,,,477
RICAMIFICIO GALMA DI MFFIOLETTI S. & C.,APPAREL,NIKE,,VIA LUSSEMBURGO 20,GALLARATE,LOMBARDIA,21013,ITALY,Western Europe,9,8,0,0,,,,,,478
RIETVELD SERIGRAFIE BV,APPAREL,NIKE,,PRINSES MARGRIETLAAN 10,ALPHEN AAN DEN  RIJN,ZUID HOLLAND,2404 HA,NETHERLANDS,Western Europe,41,33,36,12.1,,,,,,479
RIG CAFFERATA,APPAREL,NIKE,,CAFFERATA 4930,CASEROS,BUENOS AIRES,C1678FVQ,ARGENTINA,Emerging Markets,100,86,50,52.3,,,,,,480
RINTEX S.A. DE.CV,APPAREL,CONVERSE,,"CAMINO A SAN GASPAR NO. 10, MIGUEL HIDALGO",JIUTEPEC,MORELOS,62550,MEXICO,Emerging Markets,540,480,54,0,,,,,RinteX S.A. De.CV,481
RIPON ATHLETIC,APPAREL,NIKE,,290 JUNCTION ST,BERLIN,WI,54923,USA,North America,164,143,86,0,,,,,,482
RIZZATTI MALHAS LTDA,APPAREL,HURLEY,,"RUA LUIZ GUALBERTO, 265, ESTREITO, FLORIANÃ“POLIS",FLORIANÃ“POLIS,SANTA CATARINA,88070-360,BRAZIL,Emerging Markets,60,56,90,0,,,,,,483
RJ LIEBE ATHLETIC LETTERING,APPAREL,NIKE,,200 NORTH MAIN ST,PERRY,NY,14530,USA,North America,61,52,75,0,,,,,RJ Liebe Athletic Lettering,484
"ROBINSON MANUFACTURING COMPANY, DAYTON",APPAREL,NIKE,,798 MARKET STREET,DAYTON,TENNESSEE,37321,USA,North America,420,323,55,0,,,,,,485
"ROCKMAUI WEAR CO., LTD (***FOR DRAGONCROWD)",APPAREL,"CONVERSE, HURLEY",,#10 HUANG SU DONG ROAD,NINGBO,ZHEJIANG,315000,CHINA,Greater China,422,325,85,0,,,,,,486
RS/TUPÃƒ IND.  DE PLASTICO LTDA,FOOTWEAR,NIKE,,"AVENIDA PRIMEIRO DE MARÃ‡O, 5151",NOVO HAMBURGO,RIO GRANDE DO SUL,93320-010,BRAZIL,Emerging Markets,113,112,60,0,,,,,,487
RT CLOTHING GOLD COAST,APPAREL,NIKE,,36 EXPORT DRIVE,MOLENDINAR,QUEENSLAND,4214,AUSTRALIA,Emerging Markets,24,21,98,0,,,,,,488
RUBBERLOSS INDÃ_STRIA DE GOMA S.R.L.,FOOTWEAR,"NIKE, CONVERSE",,"RUTA NACIONAL NÂº5, KM 160 - PARQUE INDUSTRIAL DE CHIVILCOY",CHIVILCOY,BUENOS AIRES,6620,ARGENTINA,Emerging Markets,57,48,10,14.6,,,,,,489
RZ COSTURAS LTDA,FOOTWEAR,CONVERSE,,STREET PADRE GUILHERME POSTAL,RS,CEP,95365000,BRAZIL,Emerging Markets,46,45,80,0,,,,,,490
S.J VINA CORPORATION,APPAREL,NIKE,College,"677/77 NGUYEN ANH THU ST, 4TH QUARTER, HIEP THANH WARD, 12ND DIST",HO CHI MINH,HO CHI MINH,70000,VIETNAM,Emerging Markets,245,232,76,0,Tuyet Nhung Vo,84-983579906,,nhatsjemb@samjinemb.co.kr,,491
SABRINA (CAMBODIA) GARMENT MANUFACTURING,APPAREL,NIKE,College,"NATIONAL RD. NO.4, PHUM TRAPAING REUSSEY",SAMRONG TORNG DISTRICT,KAMPONG SPEU PROVINCE,,CAMBODIA,Emerging Markets,5383,4890,93,0,Nicole Chu,8.86289E+11,8.86289E+11,nicolechu@sabrina.com.tw,,492
SAITEX INTERNATIONAL VIETNAM L.TD,APPAREL,CONVERSE,,"LOT 226/8, ROAD NO.2, AMATA INDUSTRIAL PARK, LONG BINH WARD,",BIEN HOA CITY,DONG NAI,0,VIETNAM,Emerging Markets,748,690,47,0,,,,,,493
SAN CARLOS TRADING S.A.,APPAREL,CONVERSE,,SPURR 613,AVELLANEDA,BUENOS AIRES,CP 1870,ARGENTINA,Emerging Markets,6,5,20,40,,,,,,494
SANSPAREILS GREENLANDS PVT LTD,EQUIPMENT,NIKE,,"PLOT NO. 1250, GANGOL ROAD",MEERUT,UTTAR PRADESH,250103,INDIA,Emerging Markets,960,853,1,0,,,,,,495
SAO KHUE,FOOTWEAR,NIKE,,NGUYEN TRI PHUONG STREET,BIEN HOA CITY,DONG NAI PROVINCE,0,VIETNAM,Emerging Markets,952,884,90,0,,,,,,496
SARNO DISPLAY S.R.L.,EQUIPMENT,NIKE,,"VIA GALILEO GALILEI, 30",CARNATE,LOMBARDIA,20866,ITALY,Western Europe,103,68,57,5.9,,,,,,497
"SATO KNIT CO., LTD",APPAREL,NIKE,,2653 -1 KITAHAMA-MACHI,AMAKUSA-CITY,KUMAMOTO,863 0011,JAPAN,Japan,36,33,80,9.1,,,,,,498
"SATO TEXTILE CO., LTD",APPAREL,NIKE,,817-3 KOMIYAJI SHINWA-MACHI,AMAKUSA-CITY,KUMAMOTO,863-0101,JAPAN,Japan,36,26,80,19.2,,,,,,499
"SCREEN GRAPHICS, INC.",APPAREL,NIKE,College,19050 S.W. 5TH ST. #120,BEAVERTON,OREGON,97005,USA,North America,5,3,25,0,James Thomas,503-643-0852,503-671-9903,Jim@ScreenGraphicsOregon.com,,500
SCREENPRINT CONCEPTS,APPAREL,HURLEY,,2 MONTEFIORE STREET,FAIRFIELD,VICTORIA,3078,AUSTRALIA,Emerging Markets,8,7,40,0,,,,,,501
SEDAMIL S.A. C.I.,APPAREL,NIKE,,AV. DORREGO 737,BUENOS AIRES,BUENOS AIRES,C1414CKC,ARGENTINA,Emerging Markets,754,698,48,53.6,,,,,,502
"SEE KIANG OPTICAL MANUFACTORY CO., LTD.(SUNWHA KIANG OPTICAL MFY.)",EQUIPMENT,CONVERSE,,"SECOND INDUSTRIAL DISTRICT, KWUN LAN TOWN, PO ON YUEN",SHENZHEN,GUANGDONG,518110,CHINA,Greater China,1384,1306,60,0,,,,,,503
SELF MAGLIERIA,APPAREL,NIKE,,9 VIA BATTISTA CESARE,CANTU,LIVORNO,22063,ITALY,Western Europe,21,17,90,0,,,,,,504
SERIMAX SA DE CV,APPAREL,NIKE,,MIRLO #1330 INTERIOR 20 ENTRE FRESNO Y CIPRES,GUADALAJARA,JALISCO,44910,MEXICO,Emerging Markets,11,8,46,0,,,,,,505
SERVICIO DE CONFECCIONES A-1 S.A.C.,APPAREL,CONVERSE,,AV. PRINCIPAL MZ M LTE Â·A-III CAMPOY SAN JUAN DE LURIGANCHO,LIMA,LIMA,,PERU,Emerging Markets,28,22,68,0,,,,,,506
SETTLEMEIER'S JACKET & LOGOS,APPAREL,NIKE,,4929 NE FREMONT STREET,PORTLAND,OREGON,97213,USA,North America,14,12,65,0,,,,,,507
SEWING JONAH,APPAREL,NIKE,,"11-71 8-CHOME, CHIKAMI, MINAMI-KU",KUMAMOTO -CITY,KUMAMOTO,861 4101,JAPAN,Japan,47,44,78,22.7,,,,,,508
SFO APPAREL INC. (SEWING & CUTTING),APPAREL,NIKE,College,41 PARK PLACE,BRISBANE,CALIFORNIA,94005,USA,North America,110,97,90,0,Peter Mou,4154688816,4154688836,petermou@sfoapparel.com,,509
SHADELINE (PVT) LTD,APPAREL,"NIKE, HURLEY",,MAPAKADEWEWA,MAHIYANGANAYA,UVA,90730,SRI LANKA,Emerging Markets,1421,1367,77,0,,,,,,510
SHANGGAO YISEN INDUSTRY CO. LTD.,FOOTWEAR,NIKE,,"YOUZIDONG,JINGJIANG TOWN, SHANGGAO COUNTY, YICHUN CITY, JIANGXI PROVINCE,PRC",YICHUN,JIANGXI,336400,CHINA,Greater China,10508,8371,87,2.9,,,,,"Duck San Textile, You Young",511
"SHANGGAO YUSHENG INDUSTRIES CO.,LTD YICHUN BRANCH",FOOTWEAR,NIKE,,ECONOMIC DEVELOPING ZONE,YICHUN,JIANGXI,336000,CHINA,Greater China,2348,1950,96,1.9,,,,,,512
"SHANGHAI BIG RIVER KNITWEARS CO., LTD.",APPAREL,NIKE,,"2755 SANLU ROAD, MINHANG DISTRICT",SHANGHAI,SHANGHAI,201112,CHINA,Greater China,100,88,76,0,,,,,,513
"SHANGHAI CHANG JIANG CLOTHING ADORNMENT CO., LTD",EQUIPMENT,NIKE,,"NO.639,FANGTA NORTH ROAD,SONGJIANG,SHANGHAI,CHINA",SHANGHAI,SHANGHAI,201600,CHINA,Greater China,131,105,89,0,,,,,,514
SHANGHAI DOME HATS & ACCESSORIES MFG CO. LTD.,APPAREL,CONVERSE,,"UNIT A, THE 4TH FLOOR, NO. 4 BUILDING, NO. 4588 CAO'AN ROAD, JIADING DISTRICT",SHANGHAI CITY,SHANDONG,,CHINA,Greater China,27,21,75,0,,,,,Shanghai Dome Hats & Accessories Mfg Co. Ltd.,515
"SHANGHAI GAOJIAN GARMENT CO.,LTD",APPAREL,NIKE,,"BLDG.A, NO.12, JINWEN RD.,ZHUQIAO TOWN, NANHUI DISTRICT, SHANGHAI, CHINA",NANHUI,SHANGHAI,201323,CHINA,Greater China,827,714,89,61.8,,,,,,516
SHANGHAI KAILIAN GARMENTS FACTORY LTD.,APPAREL,NIKE,,"NO.5700 SOUTH SHENJIANG ROAD, XIN CHANG TOWN",PU DONG NEW AREA,SHANGHAI,201314,CHINA,Greater China,1519,1352,93,18.6,,,,,,517
"SHANGHAI WANDE SPORTING GOODS CO.,LTD",EQUIPMENT,NIKE,,"NO.1555, FU GANG ROAD, XI DU TOWN, FENGXIAN DISTRICT",SHANGHAI,SHANGHAI,201401,CHINA,Greater China,379,345,78,86.1,,,,,,518
SHANGHAI YILIU GARMENT FACTORY,APPAREL,HURLEY,,"BULLDING O,INDUSTRIAL PARK LVXIANG TOWN JINSHAN DISTRICT",SHANGHAI,SHANGHAI,200003,CHINA,Greater China,43,38,80,0,,,,,,519
SHAOYANG LIANTAI (SQ) HANSHOU UPPER FACILITY,FOOTWEAR,NIKE,,"HANSHOU INDUSTRIAL PARK, TAIZIMIAO TOWN, HANSHOU COUNTY",CHANDE CITY,HUNAN,415907,CHINA,Greater China,977,902,88,0,,,,,,520
SHAOYANG STELLA FOOTWEAR COMPANY LIMITED,FOOTWEAR,NIKE,,JIXIAN ROAD,SHAOYANG CITY,HUNAN,422000,CHINA,Greater China,4471,3914,87,0,,,,,,521
"SHEICO (THAILAND) CO., LTD.",APPAREL,HURLEY,,"88/8 MOO 4,",RAYONG,PLUAK DANG,10310,THAILAND,Emerging Markets,3299,2998,76,23.1,,,,,,522
"SHEN ZHOU (CAMBODIA) CO., LTD",APPAREL,NIKE,,"BUILDING K&L,SOUN OUK SAHAKOM VATTANAC SANGKAT STUNG MEAN CHEY KHAN MEAN CHEY",PHNOM PENH,,,CAMBODIA,Emerging Markets,2313,2175,94,92.8,,,,,,523
SHENZHEN YI JIN OPTICAL CO. LTD,EQUIPMENT,CONVERSE,,6 JUNQUAN STREET,"HENGXIKENG, LONGGANG DISTRICT, SHENZHEN CITY",GUANGDONG,0,CHINA,Greater China,120,104,47,0,,,,,,524
SHIXING TIAN HE GARMENTS CO. LTD.,APPAREL,"NIKE, CONVERSE",,"XING SHENG INDUSTRIAL PARK. JIANG KOU TOWN, SHI XING DISTRICT",SHAO GUANG,GUANGDONG,,CHINA,Greater China,171,131,90,0,,,,,,525
SHOETOWN (JINTAN),FOOTWEAR,NIKE,,"DA WAN GANG VILLAGE, DA WAN GANG ADMINISTRATION ZONE",QINGYUAN CITY,GUANGDONG,511515,CHINA,Greater China,1708,1598,86,5.3,,,,,"DongJin Textile, Duck San Textile, JSI, Tiong  Liong Industrial Co., Ltd., You Young, Yuan Ling",526
"SHOETOWN FOOTWEAR CO.,LTD",FOOTWEAR,NIKE,,"BAPIAN VILLAGE, XUANZHEN ROAD, TAIHE TOWN, QINGXIN COUNTY",QINGYUAN CITY,GUANGDONG,511800,CHINA,Greater China,13884,10140,80,41.1,,,,,"DongJin Textile, Duck San Textile, Framas Korea, Framas Korea Vina Co., Ltd, JSI, Shen Zhou (Cambodia) Co., Ltd, Tiong  Liong Industrial Co., Ltd., You Young, Yuan Ling",527
SHOETOWN HUNAN,FOOTWEAR,NIKE,,QIYANG DEVELOPMENT ZONE,YONGZHOU CITY,HUNAN,,CHINA,Greater China,4594,3717,83,8.5,,,,,"DongJin Textile, Duck San Textile, Framas Korea, Framas Korea Vina Co., Ltd, JSI, Tiong  Liong Industrial Co., Ltd., You Young, Yuan Ling",528
SILVER SPIDER KNITTING,APPAREL,NIKE,,"205 CHAMPAGNE DRIVE, UNIT #2,",NORTH YORK,ONTARIO,M3J 2C6,CANADA,North America,14,12,76,0,,,,,,529
SILVER STAR - GLOTIAN,EQUIPMENT,NIKE,,GHALOTIAN KALAN,DASKA,PUNJAB,51010,PAKISTAN,Emerging Markets,157,141,0,0,,,,,,530
SILVER STAR ENTERPRISES PRIVATE LIMITED,EQUIPMENT,NIKE,,19-KM SILVER STAR CAMPUS DASKA ROAD,SIALKOT,PANJAB,51310,PAKISTAN,Emerging Markets,2048,1685,5,0,,,,,,531
"SINO GOLF MANUFACTURING CO., LTD",EQUIPMENT,NIKE,,NO.54 YONG SHUN ANENUE,GUANGZHOU,GUANGDONG,511356,CHINA,Greater China,311,240,50,0,,,,,,532
SLANE HOSIERY MILLS - CENTENNIAL FACILITY,EQUIPMENT,NIKE,,313 S.CENTENNIAL STREET,HIGH POINT,NORTH CAROLINA,27260,USA,North America,374,280,60,0,,,,,,533
SLANE HOSIERY MILLS - FAIRFIELD FACILITY,EQUIPMENT,NIKE,,550 WEST FAIRFIELD,HIGH POINT,NORTH CAROLINA,27263,USA,North America,266,186,57,0,,,,,,534
SMARTBALL INC.,EQUIPMENT,NIKE,,XINGZI COUNTY INDUSTRIAL ZONE,JIUJIANG CITY,JIANGXI,332800,CHINA,Greater China,2460,2130,60,0,,,,,,535
SOCKIT MANUFACTURING PTY,EQUIPMENT,NIKE,,9 GLENHURST BEACONVALE,CAPE TOWN,WESTERN CAPE,7500,SOUTH AFRICA,Emerging Markets,66,57,61,7,,,,,,536
SON KHA SCREEN PRINTING CO. LTD,APPAREL,NIKE,,"44/1D PHAM VAN CHIEU, P.14",HO CHI MINH CITY,,,VIETNAM,Emerging Markets,135,121,64,0,,,,,,537
SONEX FASHIONS PVT. LTD.,APPAREL,HURLEY,,"NO. 117, INDUSTRIAL SUBURB, 2ND STAGE,",BANGALORE,KARNATAKA,560022,INDIA,Emerging Markets,545,519,65,0,,,,,,538
SONG LIN GARMENT SDN BHD,APPAREL,NIKE,,"LOT 4440, BATU 3, JALAN KLUANG",BATU PAHAT,JOHOR,83000,MALAYSIA,Emerging Markets,1108,1000,42,94.8,,,,,,539
SONGSEN GARMENT SUZHOU LTD,APPAREL,NIKE,,"16 HE XING WEST ROAD, LUZHI DISTRICT",SUZHOU,JIANGSU,215127,CHINA,Greater China,194,176,93,95.5,,,,,,540
SOUTH ISLAND GARMENT SDN. BHD.,APPAREL,NIKE,,"2468, SOLOK PERUSAHAAN DUA, KAWASAN PERUSAHAAN PRAI",PRAI,PENANG,13600,MALAYSIA,Emerging Markets,299,85,72,63.5,,,,,,541
SOUTH ISLAND GARMENT SDN. BHD.,APPAREL,NIKE,,"LOT 352, MK 12, SUNGAI BAKAP, 14200 SUNGAI JAWI, SEBERANG PERAI SELATAN",SEBERANG PERAI SELATAN,PENANG,14200,MALAYSIA,Emerging Markets,716,663,33,72.2,,,,,,542
"SOUTHERN APPAREL CONTRACTORS, S.A.",APPAREL,NIKE,College,"ZIP CALPULES EDIF. 11, 12, 13, 16A, 16B, 17A, 17B, 18A & 18B , AUTOPISTA AL AEROPUERTO, CARRETERA HA",SAN PEDRO SULA,CORTÃ‰S,10492,HONDURAS,Emerging Markets,3939,3847,65,0,Luz Arriaga,(504) 2556-6090,(504) 2556-8397,luz.arriaga@nhapparel.com,,543
SPENTA INTERNATIONAL LIMITE,EQUIPMENT,"NIKE, CONVERSE",,"PLOT NO. 13,14,15 & 16 DEWAN INDUSTRIAL ESTATE",PALGHAR,MAHARASTRA,401404,INDIA,Emerging Markets,188,160,77,0,,,,,,544
SPORTEK,FOOTWEAR,NIKE,,MILOSA OBLICA,KOTOR VAROS,BANJA LUKA,78220,BOSNIA,Emerging Markets,1533,1373,70,0,,,,,,545
SPRING PRINTING CO LTD,APPAREL,NIKE,,"THUA 488 DUONG HO VAN TANG, AP I XA TAN THANH TAY, HUYEN CU CHI",HO CHI MINH CITY,,84,VIETNAM,Emerging Markets,165,147,54,0,,,,,,546
SPRINTS PRINTS & EMBROIDERY LTD,APPAREL,NIKE,,"SPRINTS PRINTS & EMBROIDERY LTD,UNIT 5-6, DOUGLAS COURT, 11TH AVE,TEAM VALLEY TRADING ESTATE",GATESHEAD,,NE 108YF,UNITED KINGDOM,Western Europe,7,5,30,0,,,,,,547
SSIPL RETAIL LIMITED,FOOTWEAR,NIKE,,"P-5/4, UPSIDC","SELAQUI, DEHRADUN",UTTRAKHAND,248197,INDIA,Emerging Markets,304,253,43,0,,,,,,548
SSIPL RETAIL LTD,FOOTWEAR,"NIKE, CONVERSE",,"75, SERSA ROAD, KUNDLI INDUSTRIAL AREA",SONEPAT,HARYANA,131 028,INDIA,Emerging Markets,2434,2028,36,0,,,,,,549
"SSIPL RETAIL LTD, UNIT-III",FOOTWEAR,NIKE,,"VILLAGE BHAGANI, DISTRICT  SIRMOUR",BHAGANI,HIMACHAL PRADESH,173025,INDIA,Emerging Markets,202,180,35,0,,,,,,550
"TEXPORT SYNDICATE (I) LTD.,-2,",APPAREL,HURLEY,,"NO. 84, 2ND PHASE INDUSTRIAL SUBURB",YESHWANTHPUR,BANGALORE,560 022,INDIA,Emerging Markets,821,742,75,0,,,,,,551
STAPLES PROMOTIONAL PRODUCTS,APPAREL,"NIKE, HURLEY",College,1520 ALBANY PLACE SE,ORANGE CITY,IOWA,51041,USA,North America,327,314,73,0,Larry Sanson,712-737-4925 X 2670,712-737-4504,Larry.Sanson@StaplesPromoProducts.com,,552
STAR,APPAREL,NIKE,College,KM 7 CARRETERA SALIDA A TELA,EL PROGRESO,YORO,,HONDURAS,Emerging Markets,2198,1757,61,0,Rita Luppino,212.476.0345,,rluppino@gildan.com,,553
STERLING APPAREL MANUFACTURING L.L.C,APPAREL,NIKE,,STERLING APPAREL MANUFACTURING L.L.C ( MADABA ),MADABA,JORDAN,11636,JORDAN,Emerging Markets,317,289,87,0,,,,,,554
STYLE COMPANY - RENI MARTINS DE GOUVEIA,APPAREL,HURLEY,,"AV. JOSE MUNIS RIBEIRO,32",SAO PAULO,SP,03807-010,BRAZIL,Emerging Markets,24,22,78,0,,,,,,555
STYLE TEXTILE (PVT) LTD.,APPAREL,"NIKE, HURLEY",,"126/3, KOT LAKHPAT INDUSTRIAL ESTATE",LAHORE,PUNJAB,54770,PAKISTAN,Emerging Markets,4350,3590,4,0,,,,,,556
STYLE TEXTILE (PVT.) LTD. UNIT NO. 2,APPAREL,NIKE,,"112/18, KOT LAKHPAT INDUSTRIAL ESTATE",LAHORE,PUNJAB,54770,PAKISTAN,Emerging Markets,297,276,10,0,,,,,,557
STYLE TEXTILE IV,APPAREL,"NIKE, HURLEY",,"25 KM, MULTAN ROAD",LAHORE,PUNJAB,54500,PAKISTAN,Emerging Markets,1214,1168,21,0,,,,,,558
SUNGIL TEXTILE,EQUIPMENT,NIKE,,319 DUNCHON-DAERO,SEONGNAM-SI,GYEONGGI,0,SOUTH KOREA,Emerging Markets,6,5,67,0,,,,,,559
SUNIL TRADING,EQUIPMENT,NIKE,,"4785-3,SUJIN2DONG,SOOJUNG-GU (FINISHING)",SUNGNAM CITY,KYUNG KI DO,461-182,SOUTH KOREA,Emerging Markets,3,1,67,0,,,,,,560
"SUNNY JET HOSIERY CO., LIMITED",APPAREL,"NIKE, CONVERSE",,"NO. 9 LONGQUAN ROAD,GUANGLING INDUSTRY ZONE",YANGZHOU,JIANGSU,225003,CHINA,Greater China,131,96,74,0,,,,,,561
SUOLA SA,FOOTWEAR,NIKE,,AV FRANCISCO RABANAL 3220,BUENOS AIRES,BUENOS AIRES,1437,ARGENTINA,Emerging Markets,477,397,18,2,,,,,,562
SUPERTEX EL SALVADOR S.A. DE C.V.,APPAREL,NIKE,,KM. 76.5 BY PASS NORTE,CHALCHUAPA,SANTA ANA,,EL SALVADOR,Emerging Markets,1553,1460,55,0.3,,,,,"DECOTEX INTERNATIONAL, Ldta de C.V.",563
SUSSEX IM,EQUIPMENT,NIKE,,N65 W24770 MAIN STREET,SUSSEX,WISCONSIN,53089,USA,North America,304,254,28,0,,,,,,564
"SUZHOU ARISE EMBROIDERY CO., LTD",APPAREL,NIKE,,"NO. 16 PUZHUANG INDUSTRIAL PARK, PUZHUANG BOULEVARD",SUZHOU,JIANGSU,215105,CHINA,Greater China,55,40,95,0,,,,,,565
"SUZHOU CHOICE CHUAN COMPUTER PRINTING CO., LTD",APPAREL,NIKE,,"NO. 8 INDUSTRIAL BUILDING, PUZHUANG INDUSTRIAL PARK",SUZHOU,JIANGSU,215105,CHINA,Greater China,50,38,30,0,,,,,,566
